,reviewText,Category,overall
38830,LOW VOLUME,Baby,0
136601,Super thin - not recommended at all!,Beauty,0
425773,Poor,CDs_and_Vinyls,0
6792,One of Presley's Weakest,CDs_and_Vinyls,0
481280,A stinker,CDs_and_Vinyls,0
969039,cures insomnia and restless leg syndrome.,CDs_and_Vinyls,0
43308,Not For Me,Beauty,0
146668,These Aren't The Double Doodie Bags You're Looking For! (NO BIO GEL),Sports_and_Outdoors,0
442703,"Great tunes, useless release.",CDs_and_Vinyls,0
1034138,What happened :(,CDs_and_Vinyls,0
1041815,"Dudes can't sing, has no voice",CDs_and_Vinyls,0
253558,"Dumb album, Dumb band...",CDs_and_Vinyls,0
16325,They leak!,Baby,0
42004,Too short!!  Child's legs get wet!,Baby,0
674649,"Sorry guys, musical masturbation doesn't make this prog.",CDs_and_Vinyls,0
93478,Not soft,Baby,0
5485,Junk,Sports_and_Outdoors,0
66940,Don't bother,Baby,0
198349,Aim Sports Mosin Nagant 1-Inch Extended Recoil Buttpad AIM SPORTS,Sports_and_Outdoors,0
912758,No Stars for this P.O.D. CD...pure crap...,CDs_and_Vinyls,0
344329,AN ATROCITY!!,CDs_and_Vinyls,0
895702,The new poseur-metal album,CDs_and_Vinyls,0
1096054,Loved the first album,CDs_and_Vinyls,0
140078,These are awful,Sports_and_Outdoors,0
662382,Heavier than what a feather? a cloud?,CDs_and_Vinyls,0
192354,Difficult to put on so haven't used often,Sports_and_Outdoors,0
215711,Clearly defective - returned,Sports_and_Outdoors,0
443463,Another dumb blonde,CDs_and_Vinyls,0
725012,If there was an option for zero stars this would have been.,CDs_and_Vinyls,0
251945,Don't  be fooled!,CDs_and_Vinyls,0
146614,Very cute but pic comes off,Baby,0
34442,DO NOT BUY!  VERY DISAPPOINTED,Baby,0
745853,BIG disappointment!,CDs_and_Vinyls,0
93607,Angry!!!,Beauty,0
852904,BORING,CDs_and_Vinyls,0
167369,Not happy at all,Sports_and_Outdoors,0
184628,Disappointed,Sports_and_Outdoors,0
784545,Moans,CDs_and_Vinyls,0
146373,Terrible,Beauty,0
200835,not all of the music from the film is on this CD,CDs_and_Vinyls,0
74057,Pretty Bad straightener,Beauty,0
330119,WORTHLESS album! I wish ZERO stars were an option!!!!,CDs_and_Vinyls,0
113028,Horrible,Beauty,0
162718,Too complicated to use and pulled hair,Beauty,0
373991,Trying to introduce Americans to dance music the wrong way,CDs_and_Vinyls,0
7325,If you like looking at very faint dots of refracted light taken ...,Amazon_Instant_Video,0
154959,"One song, and that's it",CDs_and_Vinyls,0
84967,Waste of money,Sports_and_Outdoors,0
544921,Useless,CDs_and_Vinyls,0
638976,SO DISSAPOINTED,CDs_and_Vinyls,0
143656,baby can climb and fall out,Baby,0
156191,PRODUCT NEVER HAS SHOWED UP,Beauty,0
622696,They must have been contaminated,CDs_and_Vinyls,0
9272,Doesn't adjust well,Office_Products,0
8290,Rhino Lets Pat Down,CDs_and_Vinyls,0
938431,There's no fun at this circus!,CDs_and_Vinyls,0
508150,it is easy to see why he never became famous,CDs_and_Vinyls,0
799136,A Big Miss By Miss Eder,CDs_and_Vinyls,0
235738,You would think!!!!!,Sports_and_Outdoors,0
112149,Cheap and not sharp,Beauty,0
856839,Only good thing - Charles Castronovo's voice,CDs_and_Vinyls,0
73839,Don't waste your money on these,Baby,0
183616,BLERGH !,CDs_and_Vinyls,0
760748,"Wow, this stuff is getting worse....",CDs_and_Vinyls,0
1031662,Worst Album of The Year,CDs_and_Vinyls,0
195994,Crap,Sports_and_Outdoors,0
830996,"Boxed, tinny, small-scale",CDs_and_Vinyls,0
570899,These Guys Suck,CDs_and_Vinyls,0
41807,LEAD ALERT! DO NOT BUY!!!,Baby,0
221914,The Worst Album of the Nineties,CDs_and_Vinyls,0
689551,WHAT WENT WRONG!!!,CDs_and_Vinyls,0
726911,Nelly gets worse and worse with each release,CDs_and_Vinyls,0
800993,I'm Trying Sooooo Hard to Like This CD,CDs_and_Vinyls,0
40571,Weird Bottle Design and made me itchy,Beauty,0
120615,buyers beware,Beauty,0
797828,Remix Reviewer #1,CDs_and_Vinyls,0
682680,What The Hell Happened?,CDs_and_Vinyls,0
140066,Will not last,Baby,0
153704,Waste of money - looks good though,Baby,0
128635,"Not for the sleep deprived, clumsy, hurried, or easily frustrated",Baby,0
51393,Genuine Product?,Beauty,0
697039,Yeah's The Only Good Song!,CDs_and_Vinyls,0
211809,bear grylls fire starter,Sports_and_Outdoors,0
563018,his name should be Scary Manilow!!,CDs_and_Vinyls,0
447516,UP IN FLAMES!!!,CDs_and_Vinyls,0
835428,A big disappointment -- a real zero all right,CDs_and_Vinyls,0
996660,What is this?,CDs_and_Vinyls,0
115426,"The Cons of being Pretty Terrible, Really",CDs_and_Vinyls,0
1078502,Censored S#1T!,CDs_and_Vinyls,0
922095,this group sucks!,CDs_and_Vinyls,0
163547,Get what you pay for,Beauty,0
937095,Enough!,CDs_and_Vinyls,0
581642,Every song sounds the same.,CDs_and_Vinyls,0
138335,TERRIBLE! Unless it was a MF defect..,Sports_and_Outdoors,0
250355,Truly Mind-Numbing,CDs_and_Vinyls,0
327574,Fifteen minutes and counting.....,CDs_and_Vinyls,0
34996,Please read ingredients!,Beauty,0
976848,Are You Kidding Me??,CDs_and_Vinyls,0
1013002,Awful,CDs_and_Vinyls,0
1071309,You've gotta be kidding me,CDs_and_Vinyls,0
167736,waste of money.,Beauty,0
946664,Bigot,CDs_and_Vinyls,0
634916,People who buys this album probally should get permanent brain damage......,CDs_and_Vinyls,0
31295,Thin and waxy,Baby,0
40856,Doesn't work,Sports_and_Outdoors,0
996605,I think my ears are bleeding.,CDs_and_Vinyls,0
103628,1st and last 5.11 product I own,Sports_and_Outdoors,0
341599,It's LIVE! :(,CDs_and_Vinyls,0
107526,WAY TOO SMALL,Beauty,0
989959,No Longer the Last Man Standing,CDs_and_Vinyls,0
77283,VERY BAD,Beauty,0
130894,Waste of money & a big disappointment,Baby,0
110180,orthotic?  plastic-y and not at all comfy,Beauty,0
92710,Bad sound,CDs_and_Vinyls,0
253879,This is not good,CDs_and_Vinyls,0
55734,Extremly bad UI,Sports_and_Outdoors,0
27103,Beware - the formula has changed.........,Beauty,0
10789,Why did I waste my money?,Beauty,0
663960,THIS is why people download music illegally,CDs_and_Vinyls,0
761171,if i have to hear this any more I'll shoot myself,CDs_and_Vinyls,0
468493,"SOME AVERAGE SONGS, A BAD REPRESENTATION...",CDs_and_Vinyls,0
71411,Sensitive Skin Users Beware,Beauty,0
953256,Where's Waldo?,CDs_and_Vinyls,0
31451,Total Disappointment,Baby,0
251499,cheap!!!! broke,Sports_and_Outdoors,0
633873,What the hell?,CDs_and_Vinyls,0
29505,A bit of shaking and kids can get these open.,Baby,0
981657,Puke,CDs_and_Vinyls,0
651186,what a mess,CDs_and_Vinyls,0
16284,Waste of Money (if you're petite!) go for the Active Carrier!!,Baby,0
570989,id give this -100 stars if possible,CDs_and_Vinyls,0
805120,"Terrible, absolutely terrible.",CDs_and_Vinyls,0
308042,Killing us Slowly,CDs_and_Vinyls,0
21446,Utter Trash.,CDs_and_Vinyls,0
668152,very disappointing,CDs_and_Vinyls,0
928227,"seller refuse to sell me ,my purchase..",CDs_and_Vinyls,0
40533,scanner takes forever- all in all a big disappointment.,Office_Products,0
152657,Way too big!,Beauty,0
779225,Same Old Sh#t,CDs_and_Vinyls,0
596686,Long song titles makes for brilliant techie screametal,CDs_and_Vinyls,0
846335,"I'd give this C.D. ZERO Stars, if that were possible...P. Silly",CDs_and_Vinyls,0
710890,Hilarious...... Oh dear? This is for real???????,CDs_and_Vinyls,0
50816,"Too big, too clumpy, too irritating",Beauty,0
609393,Ugh !!  All Remakes  Not original Recordings,CDs_and_Vinyls,0
78997,Too thin,Baby,0
784606,SORRY THIS CD IS A AVERAGE & BORING AND REMINDS ME A LOT OF LLOYD (SOUTHSIDE)!,CDs_and_Vinyls,0
656902,Miles Apart is one of the worst songs in creation,CDs_and_Vinyls,0
562611,Boring Boring Boring,CDs_and_Vinyls,0
47353,"Should've been called ""Jagger Knee'd In The Nuts""",CDs_and_Vinyls,0
792988,Unwatchable due to editing,CDs_and_Vinyls,0
644740,Running Out Of Ideas?,CDs_and_Vinyls,0
462,For real? The baby's whole hand fits in this.,Baby,0
657334,Enough is Enough!,CDs_and_Vinyls,0
478315,Better than Ray of Light? You listening to same CD as me?,CDs_and_Vinyls,0
667753,LAME.,CDs_and_Vinyls,0
47749,I'm not comfortable buying an item I place on my face every ...,Beauty,0
567342,Not my Cup of Tea,CDs_and_Vinyls,0
1033014,So Bad,CDs_and_Vinyls,0
238391,Not the same band,CDs_and_Vinyls,0
735739,good charlotte is the single worst band in the world,CDs_and_Vinyls,0
67533,"Hate, Hate And Hate",Beauty,0
34275,Clarisonic caused broken blood capillaries on my face,Beauty,0
827759,"Guys talking over a beat, great!",CDs_and_Vinyls,0
342636,Not much to be jubilant about,CDs_and_Vinyls,0
73218,Not Great For Skin But Not TOXIC: OK As A Makeup Primer,Beauty,0
802646,I can't believe what I am hearing. (added somemore stuff that I am sure your going to like),CDs_and_Vinyls,0
193320,CRAPPY DESIGN,Sports_and_Outdoors,0
263709,dont buy,Sports_and_Outdoors,0
121531,Innaccurate Picture,Sports_and_Outdoors,0
779672,Crap-O-Rama,CDs_and_Vinyls,0
753312,The Original is much better,CDs_and_Vinyls,0
780463,No copy protect on my PC,CDs_and_Vinyls,0
396504,"""You Don't Wanna Call""",CDs_and_Vinyls,0
225611,ANOTHER BAD ONE FROM REBA,CDs_and_Vinyls,0
25656,A musical monstrosity,CDs_and_Vinyls,0
481199,this music [stinks],CDs_and_Vinyls,0
31913,Never Again!!!  We have to fight the power!!!,Amazon_Instant_Video,0
288040,Waaaaay disappointed,CDs_and_Vinyls,0
773646,You people are nuts!!!,CDs_and_Vinyls,0
47041,"Soft tip nice, Hot meter off",Baby,0
184253,Nothing new....,CDs_and_Vinyls,0
829238,Welcome to Ground Zero,CDs_and_Vinyls,0
550902,rubbish,CDs_and_Vinyls,0
528184,The Worst I've Ever Heard!,CDs_and_Vinyls,0
1033124,Couldn't get through it,CDs_and_Vinyls,0
299032,One of the worst albums I have herad in my LIFE,CDs_and_Vinyls,0
109254,Too Frustrated!,Beauty,0
110885,Broke after use all of one time.,Sports_and_Outdoors,0
1023439,"it's like rush, only without thought, meaning, musicianship ...",CDs_and_Vinyls,0
115541,leaks! horrible :(,Baby,0
921635,LOL. Evanescence? Bjork?...PLEASE,CDs_and_Vinyls,0
49758,FAKE FAKE FAKE FAKE!!!,Beauty,0
52468,I HATE THIS BOTTLE WARMER,Baby,0
155645,"Extra silicone pieces on the front edge, dangerous.",Baby,0
508738,Garbage.,CDs_and_Vinyls,0
176381,Started coming apart after 3 rides.,Sports_and_Outdoors,0
545562,This music makes me want to rip my face off,CDs_and_Vinyls,0
279986,bought it didnt like it,CDs_and_Vinyls,0
959972,Save your money...,CDs_and_Vinyls,0
1115,HORRIBLE!!!!!!!!!!!,CDs_and_Vinyls,0
833793,"Sad, very sad",CDs_and_Vinyls,0
34403,Not for us.,Baby,0
527206,DO NOT WASTE YOUR MONEY ON THIS!,CDs_and_Vinyls,0
36450,Doesn't fit,Baby,0
1030837,Total waste!!!!,CDs_and_Vinyls,0
120526,Junk,Beauty,0
19687,cheap poorly made units are bound to fail... just depends on how much you use them,Sports_and_Outdoors,0
788576,WHATEVER HAPPEN TO THIS BAND?,CDs_and_Vinyls,0
11432,Say it ain't so......,Beauty,0
652587,"Very boring, expected this to be so much better",CDs_and_Vinyls,0
108385,Want to stay up all night buy comotomo...,Baby,0
142326,No songwriting talent.,CDs_and_Vinyls,0
190303,This Is a Return to His Worst...,CDs_and_Vinyls,0
171729,Weak Ratt,CDs_and_Vinyls,0
649456,....and then the rot set in.....,CDs_and_Vinyls,0
108041,new formula is White and Flaky,Beauty,0
114964,crazy small wipes!,Baby,0
127773,G A R B A G E,Sports_and_Outdoors,0
551637,didnt like it,CDs_and_Vinyls,0
43059,Surprisingly Boring,CDs_and_Vinyls,0
143214,Dont Even Bother,Beauty,0
698075,lame music,CDs_and_Vinyls,0
625566,YEEESSSS,CDs_and_Vinyls,0
1023444,Negative five stars,CDs_and_Vinyls,0
150620,There were only ten bows in the pack!!!!,Beauty,0
502645,Not worth buying at all!,CDs_and_Vinyls,0
1025540,Come on Snoop,CDs_and_Vinyls,0
403312,where bad recommendations lead,CDs_and_Vinyls,0
589398,One of his worst,CDs_and_Vinyls,0
1022460,Horrible.,CDs_and_Vinyls,0
654317,"Umm...She's Joking, Right?",CDs_and_Vinyls,0
165609,"Should Change their Name to ""Popica""",CDs_and_Vinyls,0
846968,Turkey of the Year Award 2006... Brad Mehldau,CDs_and_Vinyls,0
250361,GIVE ME A BREAK!!!,CDs_and_Vinyls,0
182260,Greatest Billie Holiday Impersonation Ever!,CDs_and_Vinyls,0
321439,If you are familiar with this artist then why would you buy this?,CDs_and_Vinyls,0
396848,Stop the Ego! &quot;Mirrorball&quot; an Exercise in Narcissism,CDs_and_Vinyls,0
80572,Meh...,CDs_and_Vinyls,0
874752,Meh....,CDs_and_Vinyls,0
270932,Don't Buy This for Your Mil Spec AR:,Sports_and_Outdoors,0
1084692,i would rather wear an oxygen mask filled with cow dung fumes...than listen to avicii dung laced muzak!,CDs_and_Vinyls,0
56166,HORRIBLE,Baby,0
74973,Crap Rock,CDs_and_Vinyls,0
83153,Thought it was great at first...,Baby,0
611528,Not For Everybody,CDs_and_Vinyls,0
938031,What does she have that make her super great ????,CDs_and_Vinyls,0
606005,GC rulz 4evr,CDs_and_Vinyls,0
241726,Not As Advertised!,Sports_and_Outdoors,0
107901,The material is too weak!!!,Sports_and_Outdoors,0
118136,not impress,Beauty,0
731995,General Review of Hilary Duff,CDs_and_Vinyls,0
270735,Rubbish,CDs_and_Vinyls,0
55017,Does not moisturize AT ALL,Beauty,0
691379,Looks have to sell because its not talent,CDs_and_Vinyls,0
778123,Un. Be. Lievable.,CDs_and_Vinyls,0
748036,Flatliner,CDs_and_Vinyls,0
138923,Just not worth it. It tangles too Easley even with condition sprays,Beauty,0
843767,Major Disappointment,CDs_and_Vinyls,0
289859,Nice Quality but there is a Design Flaw,Sports_and_Outdoors,0
117410,save your money,CDs_and_Vinyls,0
103475,"Oh man, where to start!",Beauty,0
265726,New Age Slock,CDs_and_Vinyls,0
86162,Very poorly made,Sports_and_Outdoors,0
72842,Does not create new hair growth,Beauty,0
765415,WACK !!!,CDs_and_Vinyls,0
750020,Uninspired,CDs_and_Vinyls,0
973591,Absolutely Horrible,CDs_and_Vinyls,0
221372,Looks impressive...NOT!!!,Sports_and_Outdoors,0
732309,More boring music...............,CDs_and_Vinyls,0
31924,embarassing and dehumanizing uneducated women/men,Amazon_Instant_Video,0
49153,Pubic horror,Beauty,0
1042096,wow this is terrible,CDs_and_Vinyls,0
27354,only part of it arrived,Sports_and_Outdoors,0
62497,Looked good. Didn't work,Sports_and_Outdoors,0
2354,They should tear this Fly Leaf from the book!,CDs_and_Vinyls,0
157118,Don't like it at all,Beauty,0
561877,A Waste of My Money,CDs_and_Vinyls,0
53949,Comment on pricing and not content,CDs_and_Vinyls,0
528193,"NSync druled before, now, they really stink!~!",CDs_and_Vinyls,0
693734,Not music you would Praise God with,CDs_and_Vinyls,0
863859,not to waste money for,CDs_and_Vinyls,0
1083651,For fangirls only,CDs_and_Vinyls,0
208603,Poor quality and bad design,Sports_and_Outdoors,0
40219,not impressed,Beauty,0
197308,Looking for a couple of favorites? This might be the CD for you!,CDs_and_Vinyls,0
794711,COPY PROTECTED! BUYER BEWARE!,CDs_and_Vinyls,0
96311,Does NOT fit stocks with pistol grip,Sports_and_Outdoors,0
608409,THIS GUY IS A JOKE!!!,CDs_and_Vinyls,0
1071385,thanks,CDs_and_Vinyls,0
20020,(un)creatively bankrupt!,Amazon_Instant_Video,0
68593,There are so many better options.,Baby,0
546336,WAY OVER RATED SINGER.,CDs_and_Vinyls,0
627836,"PLEASE, NOT WHILE I'M AROUND!",CDs_and_Vinyls,0
524410,Oh Boy howdy...just what we need,CDs_and_Vinyls,0
573,Keyring at WRONG end,Sports_and_Outdoors,0
582834,this cd just plain out horrible,CDs_and_Vinyls,0
43666,Update: Stupid Piece of Junk,Office_Products,0
136988,Not Good,Baby,0
135947,"DONT BUY, IT CREATED DARK CIRCLES i didnt HAVE  PRIOR ! I bought for Fine lines, half TUBE GAVE ME DARK BAGS!",Beauty,0
824757,EVEN ONE STAR IS TOO MUCH FOR THIS TRASH,CDs_and_Vinyls,0
82402,Total waste of time,Baby,0
1008552,Not a true MC,CDs_and_Vinyls,0
75892,Not for every pair of glasses,Sports_and_Outdoors,0
685748,No Flow,CDs_and_Vinyls,0
18822,Not soft at all,Baby,0
15583,bummed,Baby,0
236928,Way too fast,CDs_and_Vinyls,0
123627,Poor Quality,Sports_and_Outdoors,0
32687,Smells like bug spray,Beauty,0
530781,This song is really bad...,CDs_and_Vinyls,0
54943,I hate the new formulation,Beauty,0
291906,Please read before you purchase this knife,Sports_and_Outdoors,0
66024,Can't Work if it Doesn't Stay On,Baby,0
482395,Poe is cool,CDs_and_Vinyls,0
191892,Not impressed...,Beauty,0
963035,Just bad.,CDs_and_Vinyls,0
141146,Prince of dorkness???,CDs_and_Vinyls,0
158261,Looks lie bling bling but never received it too bad:(,Beauty,0
419927,"Apologies to all the fans, I just don't like them at all.",CDs_and_Vinyls,0
154333,You don't need this,Beauty,0
261692,Stop it before it multiplies!,CDs_and_Vinyls,0
545723,Over-produced fluff,CDs_and_Vinyls,0
12303,A Dream To Forget.,CDs_and_Vinyls,0
479788,WTF????????????,CDs_and_Vinyls,0
399671,Once a Parrothead...,CDs_and_Vinyls,0
349583,A drummer for a important band,CDs_and_Vinyls,0
34007,The spout is not big enough,Baby,0
58909,Wanted to protect my wood floors but it's harder to clean.,Baby,0
736770,BUY this album!!,CDs_and_Vinyls,0
156966,does not fit ati 5-rail forend,Sports_and_Outdoors,0
66389,Worst airsoft gun I've EVER owned.,Sports_and_Outdoors,0
42256,Disappointed,Office_Products,0
71865,Poor Quality,Beauty,0
1022745,wimp,CDs_and_Vinyls,0
128293,Should have listened to all of the bad reviews.,Sports_and_Outdoors,0
489899,Waste of money.,CDs_and_Vinyls,0
479761,Just More New-Age Zombie Noise,CDs_and_Vinyls,0
131987,Never recieved the CD,CDs_and_Vinyls,0
146405,Horrible back up band...some of the worst drumming ever,CDs_and_Vinyls,0
821512,Sad representation of a wonderful band,CDs_and_Vinyls,0
350088,VERY INTERESTING ....,CDs_and_Vinyls,0
732568,Dirty Vegas's Unfortunate Sophomore Slump.,CDs_and_Vinyls,0
926170,'Under My Skin' is an aptly named title,CDs_and_Vinyls,0
989919,overrated broke R.Kelly mini burger wanna be,CDs_and_Vinyls,0
770458,bobby v?,CDs_and_Vinyls,0
728262,music so simple yet so popular,CDs_and_Vinyls,0
220310,BORING!!,CDs_and_Vinyls,0
848657,B-Day = bland & boring,CDs_and_Vinyls,0
144089,WASTED TALENT..,CDs_and_Vinyls,0
273248,centering devices too fragile,Sports_and_Outdoors,0
147988,"Avoid due to strong, nasty scent",Beauty,0
52262,does not help acne!,Beauty,0
689769,It stunk!,CDs_and_Vinyls,0
38658,Doesn't work :(,Baby,0
949955,What happened to the legends?,CDs_and_Vinyls,0
694074,Give credit where credit is due,CDs_and_Vinyls,0
553376,You're kidding...right?!,CDs_and_Vinyls,0
28781,Ridiculous,Baby,0
139551,Squeaky and cheap,Baby,0
756514,Bowie's Embarrassment,CDs_and_Vinyls,0
533089,What a joke..,CDs_and_Vinyls,0
36081,It did not work,Beauty,0
827063,bubba abandons his talent for $$$,CDs_and_Vinyls,0
681605,Nothing worth finding here.,CDs_and_Vinyls,0
715760,A DISGRACE,CDs_and_Vinyls,0
956062,Whiny and Dumb,CDs_and_Vinyls,0
607302,hahaha,CDs_and_Vinyls,0
113478,"No, no, no",Beauty,0
795790,Dumb,CDs_and_Vinyls,0
25956,NO NO NO,Sports_and_Outdoors,0
817980,Celtic Woman #1,CDs_and_Vinyls,0
963262,bag lady,CDs_and_Vinyls,0
421010,S Club Woo What?,CDs_and_Vinyls,0
948705,What happened?,CDs_and_Vinyls,0
575947,Agonizingly bad.,CDs_and_Vinyls,0
124384,Dud,Sports_and_Outdoors,0
228463,ONE OF REBA'S LEAST PALATABLE ALBUMS,CDs_and_Vinyls,0
747403,Arent we tired of seeing Joey's crack? (1 and 1/2 stars),CDs_and_Vinyls,0
704182,Earplugs should be included!!!!!,CDs_and_Vinyls,0
190612,needs to be remastered (content 5 stars),CDs_and_Vinyls,0
428100,American Garbage,CDs_and_Vinyls,0
280587,Go back to NWA soon,CDs_and_Vinyls,0
41848,Broken the first trip,Baby,0
81387,Pass on this one,Sports_and_Outdoors,0
1018919,Strait garbage.,CDs_and_Vinyls,0
32033,Why?,Office_Products,0
50050,"Probably works fine, but doesn't fit on many cribs!!!",Baby,0
165940,Warning: Don't Open Clamshell Package Without Rubber Gloves,Sports_and_Outdoors,0
846293,A 1 star album if I ever heard one,CDs_and_Vinyls,0
1023393,One of the biggest musicial failures of all time.,CDs_and_Vinyls,0
313829,Everyone is entitled to there opinion but I absolutely hated this cd and listened to it(struggled to listen through ...,CDs_and_Vinyls,0
94866,"This Album Is Not Truly Dark Or Satanic, It Is Just Stupid!!",CDs_and_Vinyls,0
639220,Omg,CDs_and_Vinyls,0
663986,"sorry, but this is not good",CDs_and_Vinyls,0
